"id","step","b0","b1","response","location_no"
"adam",3,-0.265986577601074,-0.181157130157278,"20",16
"adam",3,0.082950240367584,0.307752682856831,"20",16
"adam",3,0.0447549865742502,-0.0368308853593665,"20",16
"adam",3,-0.0603334900524034,0.0730397385171083,"20",16
"adam",3,-0.0871327457612117,0.3695267129406,"20",16
"adam",3,0.0302782197366897,-0.216538232343384,"20",16
"adam",3,0.199247365100134,0.662154078915032,"20",16
"adam",3,0.000786606400174228,0.285136517036445,"20",16
"adam",3,-0.115978857707661,0.113766891114794,"20",16
"adam",3,-0.0437043821111339,-0.322379331675627,"20",16
"adam",3,0.131321240265014,0.146289350845025,"20",16
"adam",3,-0.0277417467604158,0.32815086168141,"20",16
"adam",3,0.385744262220083,-0.0855456788895025,"20",16
"adam",3,-0.340418594180397,0.037431060916889,"20",16
"adam",3,-0.00722882495400948,0.171304815002441,"20",16
"adam",3,-0.0263650527564802,-0.422119585328604,"20",16
"adam",3,0.067120316680275,0.0432232812326984,"20",16
"adam",3,-0.0534599737075469,0.494510455711923,"20",16
"adam",3,0.00275925980598055,0.239082809996483,"20",16
"adam",3,-0.0833755976734166,-0.0415624259775465,"20",16
"adam",3,-0.351735494981513,-1.0772831334025,"20",16
"adam",3,0.220017789186488,0.547968002341094,"20",16
"adam",3,-0.0841592630135982,-0.240284294804639,"20",16
"adam",3,-0.050009778595863,-0.226542406609559,"20",16
"adam",3,-0.00552020951684475,-0.016176662068129,"20",16
"adam",3,-0.0456188423473947,0.0831257707062072,"20",16
"adam",3,-0.0386533454401673,-0.0652968436103172,"20",16
"adam",3,0.0618935363453406,-0.19662214723656,"20",16
"adam",3,-0.0639040111629921,0.413906293443821,"20",16
"adam",3,0.114095619060246,0.303580219574055,"20",16
"adam",3,-0.101060177010916,0.992411215352085,"20",16
"adam",3,0.024086916565013,-0.319189805869889,"20",16
"adam",3,0.111772314213839,0.112659365745089,"20",16
"adam",3,0.362590278471362,0.416206897054597,"20",16
"adam",3,0.173194625806565,0.110015920898102,"20",16
"adam",3,-0.0182882065742372,0.00905865008840948,"20",16
"adam",3,0.276303570175849,0.308298316019259,"20",16
"adam",3,0.0575532092496051,-0.832635582071979,"20",16
"adam",3,0.0123053149577006,0.378737000842911,"20",16
"adam",3,-0.122824702362213,0.392075642427381,"20",16
"adam",3,-0.112457602196315,0.563868997739718,"20",16
"adam",3,-0.189340968018088,0.12976779051562,"20",16
"adam",3,-0.0555042974149286,0.123026528061575,"20",16
"adam",3,-0.631097066876027,-0.890175559823496,"20",16
"adam",3,0.0327007326089362,0.362231407037356,"20",16
"adam",3,0.0273447397914003,0.610368319618061,"20",16
"adam",3,0.160668302222422,-0.106800311517009,"20",16
"adam",3,0.0595076317563501,-0.635645538550114,"20",16
"adam",3,-0.0653579983705122,0.249112883962753,"20",16
"adam",3,-0.355752415314039,-0.138600817956264,"20",16
"adam",3,-0.0241057380417974,-0.485192185164255,"20",16
"adam",3,-0.159032528929637,0.260125432788129,"20",16
"adam",3,0.0179576725042587,0.0701916372856407,"20",16
"adam",3,-0.022080773936927,0.0824092162562577,"20",16
"adam",3,0.0108724681234905,-1.03781728948172,"20",16
"adam",3,-0.0236921925207544,0.551748054680134,"20",16
"adam",3,0.0853847124996965,-0.0712871443592534,"20",16
"adam",3,-0.0658263982290737,0.286834751738216,"20",16
"adam",3,0.286621306895172,0.0171148002188923,"20",16
"adam",3,0.0600052588401851,0.157266588091973,"20",16
"adam",3,-0.0380719654702315,0.04219859483447,"20",16
"adam",3,0.0540364337989573,0.869808021519714,"20",16
"adam",3,0.229177799929239,-0.101648499044813,"20",16
"adam",3,-0.0181303109618055,0.476082815091386,"20",16
"adam",3,0.179632970468948,-0.582798615614534,"20",16
"adam",3,-0.0548090752752835,-0.0203430708075696,"20",16
"adam",3,-0.019853348166832,-0.167918641098355,"20",16
"adam",3,0.164738774971758,0.497842503034025,"20",16
"adam",3,0.0593284050191883,-0.229075894806477,"20",16
"adam",3,0.217953810106819,-0.386582435766781,"20",16
"adam",3,0.137973598876522,0.296943544186756,"20",16
"adam",3,0.0960755432723991,0.391542744763235,"20",16
"adam",3,0.148462974802563,0.297596014872726,"20",16
"adam",3,0.229141359136285,0.252705221692435,"20",16
"adam",3,0.0766195605217527,-0.255114401349159,"20",16
"adam",3,-0.0415935694772128,-0.14446758212349,"20",16
"adam",3,-0.00505306681497403,0.451806852137911,"20",16
"adam",3,-0.0332720863953045,0.441067141837506,"20",16
"adam",3,0.217144394147999,-0.138723552404758,"20",16
